lines_of_code,cyclomatic_complexity,number_of_functions,number_of_parameters,nested_depth,if_statement_count,loop_count,imports_count,dependency_count,duplicate_code_score,exception_handling_count,database_queries,external_api_calls,cpu_usage,memory_usage,average_response_time,test_coverage,historical_bug_count,api_failure
1387,10,17,79,7,35,6,27,12,0.362,14,22,1,4.18,493.06,4561.41,60.41,36,0
841,75,19,178,11,25,21,26,12,0.752,18,13,9,71.08,1163.81,1338.25,68.52,25,1
474,11,91,195,9,41,4,8,19,0.625,15,13,6,42.25,650.07,2281.64,8.94,1,0
1644,21,70,86,2,44,14,21,22,0.106,10,0,12,41.31,116.09,4670.08,41.24,2,0
2792,45,99,152,7,30,20,21,20,0.68,14,10,12,22.18,626.46,557.64,60.71,19,0
3746,7,34,157,1,9,24,8,5,0.75,5,21,0,48.65,1856.22,3728.96,86.76,9,0
3167,64,84,105,2,45,16,1,19,0.222,13,8,8,42.56,383.23,1968.32,71.47,41,0
4109,64,25,138,6,25,6,38,11,0.267,5,17,9,33.47,1571.72,130.26,25.28,20,1
4826,2,68,16,11,21,18,13,7,0.101,18,4,5,42.62,1488.12,4696.27,98.49,39,0
2210,76,74,153,5,11,6,9,8,0.276,4,9,10,37.08,246.15,597.97,64.3,8,0
936,42,74,22,8,31,39,28,17,0.539,10,14,0,89.35,696.16,3872.97,50.13,1,0
4006,54,88,183,11,26,23,6,27,0.218,3,9,9,93.14,413.74,1927.51,78.14,27,0
2895,75,85,179,2,32,10,47,10,0.005,8,15,5,79.95,78.67,4054.81,60.27,2,0
1460,16,11,47,1,52,0,23,19,0.271,8,3,13,94.1,380.85,3753.93,71.0,15,0
4420,18,91,19,7,51,31,48,10,0.363,16,3,4,25.98,438.38,3169.76,61.71,3,0
755,59,16,1,6,19,39,36,23,0.453,7,7,13,80.23,366.62,4696.72,17.88,22,1
3588,16,90,87,8,38,1,17,23,0.547,14,5,11,39.22,215.65,503.63,54.34,29,0
3358,6,61,30,11,40,14,9,14,0.049,8,22,4,71.14,1093.03,3994.91,28.31,37,0
3035,57,94,154,8,39,20,12,8,0.376,4,10,4,19.93,682.44,3357.22,57.03,12,0
2909,47,80,129,2,58,23,22,2,0.213,3,24,3,77.32,1863.03,1580.46,12.55,5,0
981,48,7,77,8,12,16,12,16,0.758,19,12,6,8.85,409.42,2734.4,23.2,9,1
3009,42,16,3,6,13,8,6,24,0.288,17,18,14,26.43,1247.37,3226.69,80.87,16,0
3868,76,99,140,9,43,34,44,16,0.08,8,10,12,78.26,1847.65,3683.99,40.53,7,1
1046,60,16,162,7,39,19,9,2,0.033,2,1,8,71.23,127.13,943.43,67.38,8,0
3885,77,40,127,2,52,18,37,18,0.212,8,2,12,48.12,1072.82,519.55,49.78,33,1
2883,4,12,199,8,21,17,3,8,0.143,8,14,3,64.24,940.55,519.26,34.07,16,0
2521,2,35,193,9,17,19,34,16,0.52,3,23,1,18.44,1904.42,1476.4,49.52,42,0
1967,59,21,133,7,47,29,8,22,0.678,6,12,1,63.77,1370.15,779.32,81.37,49,1
1197,27,50,30,4,28,39,10,17,0.25,6,24,1,1.75,735.91,2682.85,28.16,21,0
4780,27,43,137,9,42,0,47,22,0.462,7,9,6,79.32,1466.43,2190.83,42.14,2,1
31,79,17,20,4,15,23,41,14,0.584,0,4,3,49.53,1206.63,4466.4,20.26,40,1
4419,72,32,22,4,45,23,42,0,0.319,8,23,3,89.72,731.89,3589.84,35.12,39,1
3384,7,41,130,9,34,18,43,28,0.053,11,10,0,45.95,1615.06,1037.0,88.51,28,0
3042,63,6,159,8,52,29,9,25,0.183,5,22,3,41.71,1379.03,238.18,78.57,38,1
3391,46,88,147,4,33,25,14,9,0.706,12,13,5,43.3,42.92,3548.69,37.36,26,0
2850,63,27,28,8,2,37,37,7,0.66,4,24,1,34.81,1776.11,4230.68,13.24,38,1
62,12,20,104,8,3,28,27,9,0.069,18,19,3,16.67,832.54,3507.96,42.0,39,0
963,13,25,51,7,53,12,41,28,0.179,0,14,10,80.15,1333.22,3222.53,77.17,36,0
2410,43,66,114,10,4,3,32,25,0.615,17,12,6,37.57,831.88,1254.08,4.38,2,0
2565,17,9,173,6,9,16,4,1,0.389,7,2,12,50.74,1808.83,2478.07,74.53,18,0
2431,63,92,161,8,51,32,2,18,0.608,7,8,8,2.87,1344.08,3627.56,67.99,33,0
1024,36,53,100,7,28,4,33,13,0.169,14,7,1,6.66,1200.04,974.94,6.46,13,0
40,8,61,83,5,31,27,21,7,0.762,18,14,7,57.14,2008.21,2387.95,63.56,20,0
426,69,38,60,4,30,23,1,18,0.627,9,22,13,83.65,597.77,593.97,29.87,1,0
1034,36,3,124,2,1,16,44,0,0.158,15,0,5,47.38,163.55,2658.29,17.73,9,0
4451,28,84,199,11,11,38,11,15,0.447,10,1,7,16.51,1072.28,2871.95,38.49,41,0
1858,47,70,70,8,26,39,1,24,0.09,11,8,1,11.92,886.82,2681.57,20.54,16,0
3208,76,97,69,9,4,10,46,23,0.289,15,20,13,85.58,947.85,2352.63,82.46,1,0
734,30,55,138,4,36,11,11,14,0.528,15,16,10,66.95,1282.13,2941.4,74.2,26,0
4166,23,1,107,4,26,12,7,19,0.264,19,8,0,91.82,1272.09,4984.03,98.08,0,0
3874,16,70,190,5,22,7,2,23,0.525,2,0,6,8.74,822.8,3116.46,53.41,49,0
4439,14,45,20,2,32,0,15,29,0.196,8,7,12,85.85,1771.56,3765.31,8.92,35,0
4904,74,98,130,7,3,8,8,4,0.577,7,4,8,80.49,1345.34,968.68,36.78,32,1
160,71,47,81,5,58,27,47,2,0.288,9,10,8,84.96,1826.06,2654.82,83.86,21,0
4585,52,79,87,6,20,1,26,16,0.632,12,5,14,1.54,1872.92,47.45,39.69,48,1
4902,37,26,110,4,23,13,40,28,0.109,17,16,1,70.74,369.3,166.97,45.57,34,0
983,29,14,9,8,43,12,42,9,0.29,12,17,3,52.6,1404.01,1619.18,41.2,33,0
392,67,54,154,8,30,1,35,4,0.371,12,22,12,54.88,672.1,2338.34,23.54,17,0
3655,15,71,11,5,43,3,46,10,0.339,14,17,0,45.1,1718.24,2882.43,7.32,35,0
2561,47,46,6,6,47,11,41,5,0.346,12,4,10,70.81,1509.43,4441.14,18.06,2,0
3630,46,31,144,3,23,9,41,3,0.356,15,24,6,94.98,432.68,3861.06,36.39,43,1
1712,52,88,192,1,48,2,21,6,0.791,7,4,1,67.79,1924.48,1506.89,24.54,15,0
125,19,59,191,9,52,3,38,18,0.155,18,18,3,64.74,1409.89,3719.99,57.27,10,0
1701,77,95,113,9,9,5,8,6,0.615,9,12,11,62.52,1944.44,2751.46,61.39,9,1
4117,21,29,25,3,48,22,43,13,0.441,11,21,1,66.35,439.05,3898.11,57.01,41,0
4036,64,96,14,4,48,4,32,16,0.331,13,6,0,33.16,1785.33,2061.14,8.49,20,1
2656,37,17,32,7,49,2,8,22,0.507,5,13,6,31.1,1378.83,468.55,66.69,24,1
2157,27,14,61,2,1,9,44,16,0.683,8,7,5,74.73,1145.41,3096.25,38.46,34,1
3436,55,36,46,3,30,18,10,12,0.373,6,2,1,5.99,1686.15,2789.62,87.82,5,0
4465,29,58,94,6,24,13,23,26,0.692,5,3,13,72.37,1307.85,4768.48,52.56,45,1
3550,20,24,34,11,3,20,4,0,0.075,0,9,3,77.5,1381.91,819.03,8.45,43,0
1306,25,63,192,8,50,27,48,1,0.522,13,3,11,50.03,543.4,3284.1,0.92,7,0
3199,70,91,199,1,10,20,38,17,0.267,5,17,10,86.55,1679.18,2375.63,70.25,33,0
3674,63,25,75,4,16,35,30,3,0.309,11,22,2,45.47,1343.01,1900.82,40.05,40,1
2379,36,59,122,1,43,23,41,12,0.457,16,11,11,17.74,1734.29,3974.89,28.8,45,0
464,2,32,82,2,1,37,23,0,0.384,4,19,2,34.97,740.68,4055.14,44.72,0,0
55,22,82,24,8,5,16,5,3,0.305,10,19,2,86.15,700.73,3575.86,7.24,2,0
1495,16,18,56,6,8,21,21,1,0.247,4,14,10,94.41,80.19,427.17,39.2,37,0
3977,18,37,31,9,4,18,6,3,0.495,11,12,3,40.65,1581.51,1732.1,31.47,26,0
1818,69,26,62,2,19,9,49,15,0.404,2,11,0,16.68,697.91,243.28,80.02,12,0
1865,54,9,11,3,28,10,17,3,0.259,8,7,0,27.91,691.66,1724.97,17.49,42,1
1428,30,99,62,9,20,37,25,24,0.164,5,21,6,53.01,1420.39,3243.11,75.63,46,0
1728,45,64,76,9,8,1,24,8,0.62,1,21,4,54.78,541.78,2598.35,50.04,49,0
2958,19,72,91,6,27,32,22,16,0.64,1,8,2,60.23,1864.59,3517.65,8.19,18,0
1320,34,20,0,3,54,30,13,20,0.171,11,19,8,79.52,1116.74,2761.79,96.97,18,0
1263,13,54,178,5,7,34,17,22,0.209,7,8,4,67.85,1986.47,2783.51,73.42,5,0
3996,43,86,69,2,30,36,14,19,0.191,1,16,9,25.52,186.56,2559.72,26.01,46,0
3117,62,83,135,7,19,35,34,27,0.708,8,24,2,38.13,711.04,1827.98,58.18,13,0
4636,22,30,195,10,26,22,26,20,0.619,15,0,8,79.94,801.04,2238.36,89.99,4,0
29,52,53,132,11,7,35,19,1,0.06,14,22,0,60.54,1504.53,571.06,93.08,42,0
2445,52,92,85,8,53,39,26,2,0.666,13,5,13,16.64,461.33,4174.2,73.12,44,0
1680,36,99,38,6,20,38,3,22,0.029,19,6,8,31.6,788.7,4447.17,72.77,44,0
2651,73,63,22,8,27,25,2,25,0.203,3,8,13,75.36,1867.86,3833.69,27.74,35,1
4835,19,11,67,2,22,24,28,28,0.735,3,9,4,17.18,262.93,2922.09,98.98,8,0
1092,38,31,179,3,5,16,2,14,0.691,10,3,5,65.96,1534.57,2850.2,24.35,22,0
3245,70,49,3,7,2,14,22,6,0.625,17,15,1,53.97,1448.21,2356.91,8.94,31,1
4974,79,94,125,10,4,36,7,3,0.366,4,11,7,14.86,295.1,1164.42,97.74,28,0
1336,57,87,174,1,8,3,4,11,0.257,1,8,14,65.75,1420.0,1925.18,15.28,44,0
4165,20,19,20,7,6,21,49,0,0.705,14,2,2,14.38,1180.68,4949.63,52.16,27,0
3703,9,12,183,6,59,16,38,16,0.526,10,8,0,38.45,611.65,737.56,46.82,39,0
3293,32,15,104,8,3,21,39,3,0.236,16,16,6,30.0,659.26,2717.99,84.82,10,0
165,4,31,65,7,38,16,20,3,0.371,15,13,11,65.86,1711.31,4333.96,39.67,18,0
3060,50,43,186,4,4,13,6,21,0.705,14,4,2,74.54,497.73,2270.48,50.22,0,0
1482,5,37,6,3,10,13,9,22,0.723,2,20,3,16.82,1065.77,3032.0,4.37,8,0
4696,20,79,48,3,14,16,31,24,0.527,19,0,14,77.33,1405.2,4140.69,20.78,1,0
1604,75,29,15,4,33,7,26,8,0.586,14,0,4,1.68,293.88,2742.33,83.3,3,0
502,37,26,144,9,12,33,36,25,0.031,18,2,0,50.83,1911.63,3660.03,47.84,28,0
3199,22,2,83,9,53,25,26,27,0.484,12,8,10,49.58,557.44,1742.89,23.09,3,0
1269,58,84,86,2,47,29,28,27,0.551,15,22,10,59.64,674.77,3667.79,36.89,0,0
4788,68,15,97,5,6,21,5,20,0.016,11,5,8,23.53,1374.89,214.7,28.51,27,1
650,44,4,74,1,39,15,10,9,0.675,16,8,6,1.93,189.63,772.97,55.62,17,0
681,34,86,33,4,5,29,18,26,0.743,15,3,1,43.75,1297.27,3190.11,5.14,45,0
3523,77,50,160,2,55,15,15,18,0.19,8,19,12,7.71,1878.72,2250.28,22.5,12,1
2872,42,38,25,8,38,37,33,18,0.677,5,18,0,84.87,534.17,4143.46,35.5,39,1
2486,9,23,65,4,49,23,5,14,0.532,18,4,13,17.32,761.61,1716.45,92.82,5,0
1007,7,59,124,5,29,35,37,21,0.465,12,4,10,40.97,500.39,3838.37,62.33,48,0
1566,68,90,62,11,21,34,40,16,0.675,7,13,1,41.8,1682.64,704.17,50.43,42,1
669,19,75,86,4,24,5,22,6,0.228,11,9,2,52.97,369.9,4651.43,19.08,46,0
988,31,28,40,5,27,3,22,2,0.633,8,22,11,74.56,730.8,2098.01,55.79,38,0
2657,35,66,185,5,53,17,22,4,0.252,3,15,2,45.38,1243.66,1162.2,92.9,21,0
1120,57,8,97,5,19,5,15,15,0.63,12,22,7,3.42,847.58,3947.87,56.63,29,1
460,61,29,123,11,38,25,17,22,0.361,1,5,4,73.48,163.99,4739.95,16.48,26,1
789,31,11,78,3,2,36,45,6,0.094,2,19,8,8.72,1942.6,4591.23,99.71,7,0
1363,53,18,9,7,4,26,28,15,0.305,4,22,2,61.31,713.21,1197.32,49.89,42,1
4378,32,55,14,3,0,10,22,8,0.187,17,13,5,76.52,930.43,3363.32,31.96,27,0
3749,66,50,41,2,14,37,21,0,0.08,13,17,3,27.57,369.77,2738.82,50.34,1,0
3926,59,14,92,3,25,15,42,2,0.088,1,8,7,43.22,1776.55,3628.27,26.37,19,1
1597,10,74,184,11,2,18,17,24,0.624,14,6,11,2.35,619.52,2439.79,3.04,10,0
4028,2,99,16,3,39,14,5,7,0.705,7,17,0,76.56,71.96,2354.12,88.95,13,0
3371,66,9,187,8,56,25,18,17,0.742,15,9,3,67.11,669.87,4414.71,42.89,23,1
4815,60,99,8,4,40,30,17,23,0.683,2,1,6,22.75,2015.86,4357.57,75.29,12,0
2369,17,11,113,3,46,18,4,23,0.664,19,12,8,37.68,328.04,3940.11,97.13,7,0
3622,16,63,35,10,41,23,7,17,0.055,19,5,12,66.36,94.9,3527.43,63.26,43,0
1261,16,76,35,5,33,8,25,23,0.632,4,22,0,34.67,1197.6,3395.05,69.16,20,0
1145,46,67,47,4,51,22,37,18,0.627,3,8,7,16.27,781.28,290.35,94.32,21,0
2621,39,53,50,9,4,3,40,6,0.105,11,19,1,49.74,1634.67,3750.19,51.66,8,0
1210,31,39,96,8,30,9,40,28,0.53,18,7,3,69.02,1507.49,3194.14,31.99,41,0
4151,1,78,118,11,50,8,43,24,0.362,14,9,3,31.16,405.8,1519.03,92.14,42,0
4859,11,56,94,7,12,18,9,19,0.72,12,15,13,12.45,1170.3,4102.31,6.9,10,0
4468,4,28,69,8,42,14,19,26,0.556,4,14,7,78.98,97.39,4163.91,21.46,15,0
92,71,75,73,5,0,33,9,5,0.761,11,12,10,24.76,917.99,4661.63,34.13,49,1
1934,26,39,79,4,21,18,23,24,0.084,18,17,1,49.2,1471.53,2097.61,78.21,8,0
2492,50,25,67,7,14,20,31,26,0.032,1,5,6,65.99,868.56,2760.74,90.39,2,0
3066,12,21,149,1,25,33,32,10,0.779,6,19,2,30.81,269.8,4530.71,45.18,35,0
727,75,10,76,6,17,16,31,4,0.064,4,23,8,61.97,156.05,1590.84,28.61,41,1
1824,65,43,115,8,47,17,17,11,0.309,19,8,4,44.21,1752.98,3985.25,35.32,12,1
3733,47,15,5,7,8,16,48,0,0.52,10,17,13,54.62,1828.92,4959.91,65.65,0,1
2584,53,83,153,2,0,1,39,18,0.704,17,6,11,56.51,723.67,3263.16,15.8,43,1
2495,71,48,74,7,42,0,22,10,0.204,17,22,14,78.47,362.97,4918.68,54.74,10,0
3630,2,86,87,6,8,9,35,14,0.023,6,23,7,62.69,2004.89,2583.9,58.84,23,0
4275,24,21,2,5,22,36,30,24,0.417,9,4,14,25.84,1132.46,773.74,70.79,4,0
2843,4,60,51,4,42,4,40,15,0.377,19,10,4,6.6,992.94,886.22,60.39,1,0
1755,19,96,73,1,44,11,37,2,0.246,13,12,0,1.19,1527.08,3659.56,9.7,16,0
1605,26,50,124,2,57,35,26,10,0.699,19,2,8,86.02,372.44,14.53,68.88,16,0
86,75,23,187,7,1,30,6,10,0.599,19,0,9,89.56,1201.26,3312.82,2.17,19,1
3081,40,13,190,10,13,37,34,9,0.686,10,3,10,9.85,1826.57,764.85,39.03,14,1
2448,50,69,64,3,37,8,32,1,0.129,1,18,11,46.78,78.51,4922.0,41.71,3,0
4173,43,4,51,5,39,25,25,19,0.554,12,17,6,15.25,1388.65,824.01,11.66,10,1
361,75,92,75,8,17,14,13,4,0.78,12,5,3,90.18,1143.67,2766.8,0.99,22,1
2794,67,78,141,8,15,15,38,22,0.49,8,22,6,24.2,1948.81,3350.53,7.12,0,1
2837,12,72,88,6,52,12,38,22,0.137,16,9,4,48.15,553.54,4099.29,44.63,41,0
2681,67,9,71,5,28,24,2,24,0.797,14,6,9,16.57,1763.53,2301.73,24.04,49,1
1252,27,35,67,2,43,29,5,28,0.423,15,11,13,32.28,654.92,4669.66,6.9,46,0
3894,54,21,155,9,10,6,11,7,0.672,9,7,8,26.08,898.6,2406.43,25.64,3,1
2421,66,58,198,1,5,3,11,12,0.119,19,12,1,45.69,461.99,1267.78,52.88,37,0
1514,49,18,137,11,2,39,24,14,0.533,11,17,3,40.46,1773.0,2969.25,74.21,1,1
4231,16,97,114,2,13,37,14,1,0.73,4,13,5,32.09,425.95,3293.45,41.2,44,0
681,2,72,56,1,59,29,45,11,0.426,19,10,10,10.95,1763.77,2541.88,61.31,26,0
3903,60,81,65,4,1,9,30,23,0.231,16,9,4,46.54,950.52,3668.58,59.68,33,0
3639,54,43,89,4,31,29,40,7,0.102,9,5,0,80.92,1715.53,2109.2,89.63,12,0
1888,30,95,49,5,30,38,47,20,0.237,5,12,8,69.64,565.21,31.64,17.94,46,0
2354,38,98,13,5,10,6,44,28,0.284,19,21,8,68.73,299.58,1330.05,47.64,17,0
3394,28,6,15,8,21,35,35,18,0.568,5,9,2,35.41,1150.8,4730.07,63.18,10,1
1036,25,86,181,11,2,34,21,24,0.143,11,11,3,67.59,1059.03,3818.48,51.97,4,0
4426,10,78,170,11,49,23,5,27,0.085,18,0,3,44.76,750.92,955.77,45.03,28,0
227,60,67,41,3,30,38,38,22,0.31,1,17,9,15.13,1368.25,342.6,97.35,24,0
2685,42,12,109,6,32,35,2,0,0.367,12,12,7,40.39,223.81,1760.48,94.2,13,0
2513,40,12,21,3,23,19,40,7,0.503,19,24,5,13.48,1285.95,4183.15,61.15,47,1
652,77,66,67,2,0,31,37,9,0.566,10,23,14,11.76,458.9,538.84,43.96,45,0
2122,42,2,18,8,43,38,49,12,0.711,14,3,1,3.17,291.97,2721.34,75.54,40,1
2979,47,15,65,1,14,25,34,4,0.231,12,5,3,27.59,1865.77,1382.25,51.29,37,1
3103,37,23,166,9,36,25,11,21,0.423,2,17,0,32.1,958.95,3634.01,99.56,40,1
4772,22,29,72,11,26,35,36,8,0.293,13,4,2,66.75,1571.05,12.05,68.59,36,0
1951,57,81,146,7,37,34,11,9,0.001,7,17,3,51.57,211.66,1393.1,6.82,10,0
3739,27,96,143,10,47,34,9,13,0.464,8,4,7,81.69,147.85,3399.46,40.19,43,0
2582,41,7,53,11,26,11,6,23,0.653,14,6,2,17.59,1029.62,2738.29,73.03,31,1
1699,34,94,152,4,43,32,34,29,0.029,17,22,4,26.0,668.15,3896.54,84.24,48,0
256,32,28,111,3,11,35,47,10,0.003,7,8,0,89.46,41.89,796.8,81.34,5,0
4463,66,14,17,6,2,13,37,13,0.582,10,2,12,42.74,401.52,2659.57,97.72,5,0
4745,12,44,150,9,29,32,32,29,0.547,4,11,3,75.17,473.05,986.89,48.91,46,1
1560,40,30,116,9,31,23,12,2,0.325,14,19,1,47.26,613.63,3199.71,14.01,48,1
3963,73,81,84,4,22,14,45,28,0.529,14,24,3,45.28,1801.11,665.4,65.22,21,1
383,76,32,138,10,1,30,32,20,0.763,6,13,4,14.92,879.93,751.98,7.07,2,1
2388,73,70,38,5,6,16,17,15,0.198,17,7,2,81.01,1401.74,1647.74,97.35,18,0
305,10,88,104,11,33,11,4,19,0.197,11,11,13,8.37,69.09,2015.51,75.85,33,0
168,48,6,67,9,31,21,42,29,0.149,11,6,5,30.16,1672.87,2497.81,98.21,40,0
4057,20,27,24,2,52,22,33,16,0.579,3,23,11,64.31,516.5,2907.73,37.73,40,0
4571,39,82,190,2,38,25,43,4,0.283,10,8,14,48.68,655.02,2349.38,1.58,6,0
1786,60,88,157,5,31,13,48,25,0.791,5,11,1,83.85,123.24,237.74,52.13,15,0
4915,66,24,172,1,42,11,43,6,0.572,9,3,4,4.69,857.94,1723.87,12.12,37,1
1032,65,34,122,8,42,3,9,16,0.294,14,4,3,62.04,1750.79,316.3,67.96,8,0
2851,51,40,120,5,13,12,34,19,0.119,0,8,4,45.88,795.53,599.24,49.76,12,0
2527,36,47,60,10,2,17,39,21,0.474,16,6,12,15.51,1863.75,473.19,75.34,33,0
1543,24,79,99,2,45,27,30,10,0.236,2,13,8,70.87,1780.77,798.9,29.11,45,0
2805,27,75,50,9,31,37,20,11,0.724,10,19,5,39.66,156.91,4066.47,82.92,36,0
2576,2,86,97,2,42,18,39,24,0.353,17,21,6,50.97,647.43,3141.59,65.08,42,0
3745,31,24,136,7,35,37,23,26,0.234,9,16,13,91.92,1867.4,2538.84,98.77,46,1
4596,57,65,1,8,16,2,41,23,0.471,8,0,10,46.71,92.09,3663.96,17.86,5,1
1621,78,18,4,6,47,18,44,1,0.11,6,24,7,78.4,1575.87,4806.51,5.12,37,1
2428,66,44,189,11,2,19,35,26,0.449,10,14,14,73.34,1859.36,2094.2,85.1,47,1
360,29,76,196,7,56,24,23,18,0.045,7,23,8,63.3,1585.31,1843.39,33.85,3,0
2837,15,57,179,11,9,10,48,25,0.486,1,14,13,85.3,1531.53,4889.09,43.12,4,0
2516,12,28,85,1,52,16,39,28,0.424,4,0,4,24.65,1732.21,3858.94,92.57,5,0
4950,28,71,132,4,46,34,23,4,0.417,8,14,7,78.15,1374.23,3887.79,44.07,12,0
1745,24,23,186,7,39,13,37,10,0.547,0,1,1,36.51,884.96,3003.71,29.8,45,0
1709,21,85,67,1,17,38,23,22,0.036,16,3,9,77.37,158.52,2539.97,5.95,23,0
3287,10,34,8,1,2,18,39,18,0.368,9,16,8,47.42,1620.54,2757.45,44.29,27,0
4426,78,11,92,11,38,2,28,27,0.355,7,15,1,81.62,1856.99,3263.9,65.5,12,1
281,18,86,149,6,9,33,19,6,0.368,17,17,12,85.12,1063.36,1890.43,26.92,41,0
1462,14,35,154,4,51,21,49,20,0.784,9,20,14,57.18,1105.54,3913.65,71.78,48,0
425,34,93,137,3,8,37,48,25,0.111,8,15,11,48.72,845.03,4547.01,47.83,17,0
2210,58,42,124,5,45,26,30,21,0.552,3,7,4,74.63,1759.48,2860.71,85.81,6,0
4457,76,28,60,9,54,20,21,5,0.322,1,5,5,26.1,61.84,1913.56,16.17,3,1
263,22,82,50,10,45,30,24,10,0.409,18,21,3,2.44,1291.09,3480.99,75.71,30,0
4605,70,78,9,10,10,26,21,26,0.61,9,19,7,39.27,1861.34,919.0,93.26,23,1
4127,36,82,133,11,59,36,26,13,0.126,16,1,9,48.73,240.1,4843.18,74.14,21,0
580,45,92,61,10,32,1,36,27,0.611,2,18,14,28.94,1965.68,3293.36,40.59,20,0
4157,36,24,112,3,35,8,26,3,0.056,18,12,2,37.04,1982.84,347.17,23.05,47,1
2745,22,8,132,5,25,18,33,27,0.387,18,21,10,13.51,1906.45,2653.45,9.84,41,1
613,78,53,121,10,26,35,36,7,0.594,18,21,12,27.07,964.49,3754.2,64.24,25,1
1846,61,72,197,5,37,9,4,8,0.154,18,20,4,23.57,804.07,1396.45,14.29,29,0
3249,56,4,190,9,21,39,9,1,0.617,14,5,1,29.29,1455.19,264.44,83.83,34,1
3307,33,91,122,11,25,38,8,24,0.133,17,5,2,29.11,674.48,2450.92,96.07,22,0
4093,45,5,183,10,21,6,2,10,0.639,16,12,7,53.54,169.78,4169.79,13.58,44,1
153,36,97,186,11,4,3,29,27,0.375,9,0,10,24.56,1849.27,1265.16,37.61,39,0
3158,20,49,62,4,34,14,23,19,0.548,13,21,4,89.45,1311.87,3587.9,93.73,49,0
3939,18,98,110,1,1,11,6,21,0.734,18,20,13,49.06,449.62,2044.88,47.07,29,0
92,38,30,88,10,34,5,43,29,0.327,17,23,2,13.12,69.11,307.56,53.54,18,0
4514,67,72,186,5,8,8,36,6,0.186,10,8,4,27.28,1490.61,1526.78,74.75,31,0
4245,23,63,50,1,50,34,46,3,0.694,10,21,8,69.6,1751.24,1576.37,21.05,49,0
2998,16,47,177,6,50,7,21,23,0.129,11,11,2,2.28,849.79,4524.27,97.91,18,0
4381,59,26,131,10,48,6,22,28,0.505,7,11,11,89.15,195.09,4908.92,78.09,21,1
2005,69,57,103,10,17,3,9,13,0.739,15,3,14,42.85,1339.62,1056.74,16.14,3,1
812,68,37,122,7,42,12,34,25,0.54,7,18,9,49.98,630.61,2158.26,11.11,44,1
4279,21,98,47,1,11,18,26,23,0.157,13,15,6,93.91,322.2,4883.75,93.5,11,0
114,78,7,31,10,2,6,1,0,0.122,17,11,7,48.32,1060.96,2042.27,68.5,14,0
1153,78,40,119,4,17,9,36,23,0.202,3,0,4,90.09,1003.4,1752.36,3.86,14,1
4937,70,92,178,9,55,24,44,25,0.313,16,22,2,87.03,1073.81,558.31,14.2,9,1
257,12,39,179,1,37,34,5,29,0.127,12,20,10,89.48,1693.05,3768.89,4.78,18,0
2966,16,62,98,9,6,24,41,11,0.638,4,3,5,77.36,1008.84,2240.56,97.41,7,0
2550,14,92,73,8,32,28,22,18,0.286,2,8,12,28.86,1847.49,3196.93,49.79,30,0
1980,61,78,33,5,5,11,4,4,0.749,8,6,11,33.56,1729.09,2554.19,46.21,8,0
1068,71,53,163,6,17,39,48,29,0.674,19,9,2,35.31,1344.65,880.94,95.58,28,0
2549,46,4,69,7,44,11,2,25,0.727,17,12,8,93.04,146.61,890.09,50.46,6,1
2984,32,82,170,4,21,5,16,7,0.236,19,7,1,34.91,1775.73,4699.38,51.78,7,0
983,15,25,109,6,50,9,16,10,0.459,18,19,12,11.22,1857.63,4448.7,98.41,40,0
556,44,7,15,7,38,1,22,21,0.257,18,9,2,74.16,788.1,3057.06,11.14,16,1
4243,17,28,58,11,50,24,43,3,0.206,15,9,6,35.41,1092.72,16.21,98.58,14,0
3699,41,69,180,6,8,6,1,14,0.486,0,7,13,59.37,598.54,2172.15,16.57,15,0
4207,54,67,18,11,34,39,15,19,0.654,4,19,13,87.89,61.67,2656.84,47.29,6,1
3744,44,95,94,6,22,22,24,11,0.075,14,14,9,55.1,998.57,2252.69,33.76,41,0
562,5,20,112,2,11,10,4,19,0.221,11,0,7,60.94,292.79,4627.99,95.54,18,0
865,27,83,40,5,51,35,18,21,0.164,0,14,4,61.43,401.58,213.92,48.55,37,0
3623,78,11,80,3,23,22,17,22,0.639,13,23,4,58.57,1001.11,3278.09,2.3,24,1
3056,79,67,174,7,49,6,7,28,0.747,17,16,4,16.02,1779.95,1576.04,22.17,11,1
2514,43,87,102,4,39,26,45,20,0.064,17,12,3,43.9,1734.78,2801.79,43.08,31,0
4505,31,7,53,1,8,12,10,9,0.303,5,11,8,1.72,1977.58,3283.03,67.64,46,0
2739,17,23,182,6,12,16,1,29,0.732,0,2,5,59.87,1005.08,2209.7,56.19,9,0
1904,54,61,94,6,39,31,2,23,0.276,16,22,12,55.08,1144.85,750.39,84.99,23,0
4158,62,71,146,7,53,25,49,15,0.57,17,18,11,30.9,1689.39,2600.0,82.84,49,1
4369,32,34,61,11,41,21,22,22,0.081,14,23,12,50.25,1442.54,4665.45,59.05,3,0
3221,40,19,98,8,16,12,32,7,0.356,11,4,7,47.35,400.57,2684.04,57.13,42,1
2730,13,58,92,3,6,11,29,19,0.403,12,2,7,24.59,834.72,623.47,27.82,36,0
1973,35,9,186,6,16,6,35,7,0.606,19,20,4,28.57,1905.19,4122.57,95.79,44,1
4757,5,48,64,10,54,0,17,28,0.231,1,4,11,72.68,326.59,1116.51,7.69,41,0
3870,73,82,67,2,49,32,12,5,0.211,3,23,8,72.04,454.06,1857.38,39.7,38,1
